msa,firms,fsize,fage4,job_creation_births,job_creation_continuers,job_destruction,year2
30020,112,d,m,82,434,511,1992
30020,45,e,m,56,278,431,1992
30020,44,f,m,280,472,632,1992
30020,14,g,m,17,111,31,1992
30020,9,h,m,8,84,388,1992
30020,26,i,m,18,73,18,1992
30020,17,j,m,0,30,21,1992
30020,23,k,m,39,18,50,1992
30020,76,l,m,29,305,292,1992
30140,900,a,m,338,219,572,1992
30140,438,b,m,151,349,523,1992
30140,249,c,m,221,325,509,1992
30140,145,d,m,97,333,641,1992
30140,68,e,m,351,258,248,1992
30140,53,f,m,39,247,329,1992
30140,31,g,m,83,228,357,1992
30140,17,h,m,4,181,82,1992
30140,33,i,m,26,713,169,1992
30140,12,j,m,0,19,10,1992
30140,21,k,m,1,20,28,1992
30140,61,l,m,178,224,839,1992
30300,573,a,m,305,159,368,1992
30300,250,b,m,178,211,234,1992
30300,144,c,m,111,294,221,1992
30300,90,d,m,33,384,342,1992
30300,47,e,m,44,142,342,1992
30300,30,f,m,251,345,168,1992
30300,15,g,m,7,29,25,1992
30300,7,h,m,1,26,13,1992
30300,14,i,m,7,30,38,1992
30300,13,j,m,66,23,98,1992
30300,15,k,m,0,173,102,1992
30300,37,l,m,7,136,82,1992
30340,965,a,m,409,239,751,1992
30340,405,b,m,239,292,568,1992
30340,247,c,m,308,285,591,1992
30340,169,d,m,436,410,769,1992
30340,75,e,m,20,244,354,1992
30340,57,f,m,15,219,858,1992
30340,33,g,m,110,202,322,1992
30340,15,h,m,306,25,123,1992
30340,23,i,m,59,125,246,1992
30340,15,j,m,2,41,190,1992
30340,22,k,m,32,300,66,1992
30340,53,l,m,64,122,718,1992
30460,3393,a,m,1952,805,2479,1992
30460,1570,b,m,1041,1372,2088,1992
30460,940,c,m,718,1597,2436,1992
30460,610,d,m,745,1934,2995,1992
30460,252,e,m,388,1779,1421,1992
30460,186,f,m,191,1824,1893,1992
30460,95,g,m,387,314,644,1992
30460,85,h,m,295,869,3348,1992
30460,121,i,m,93,2036,930,1992
30460,85,j,m,302,455,384,1992
30460,91,k,m,118,1197,385,1992
30460,216,l,m,1700,2661,4607,1992
30620,896,a,m,396,223,534,1992
30620,460,b,m,157,414,509,1992
30620,270,c,m,189,334,345,1992
30620,204,d,m,319,606,877,1992
30620,64,e,m,39,274,549,1992
30620,57,f,m,210,292,469,1992
30620,30,g,m,10,151,418,1992
30620,34,h,m,63,114,127,1992
30620,39,i,m,185,168,301,1992
30620,31,j,m,15,63,114,1992
30620,35,k,m,3,178,175,1992
30620,97,l,m,279,849,892,1992
30700,2257,a,m,1182,570,1291,1992
30700,1044,b,m,697,917,1269,1992
30700,617,c,m,701,876,1257,1992
30700,423,d,m,422,1227,1879,1992
30700,171,e,m,203,1031,1231,1992
30700,113,f,m,234,967,1251,1992
30700,48,g,m,960,533,808,1992
30700,55,h,m,237,556,745,1992
30700,64,i,m,311,987,592,1992
30700,31,j,m,10,110,266,1992
30700,38,k,m,18,39,178,1992
30700,143,l,m,240,1316,2294,1992
30780,5162,a,m,2807,1274,3444,1992
30780,2181,b,m,1493,2041,2971,1992
30780,1328,c,m,917,2406,3158,1992
30780,851,d,m,1348,3032,3644,1992
30780,287,e,m,1042,1834,2368,1992
30780,254,f,m,2026,3075,2633,1992
30780,114,g,m,1266,1290,2262,1992
30780,112,h,m,653,1120,854,1992
30780,167,i,m,220,2996,1634,1992
30780,114,j,m,225,685,2986,1992
30780,103,k,m,1039,1126,1328,1992
30780,245,l,m,1306,4216,7819,1992
30860,589,a,m,435,143,450,1992
30860,272,b,m,206,316,353,1992
30860,158,c,m,162,338,308,1992
30860,90,d,m,247,233,371,1992
30860,39,e,m,41,233,159,1992
30860,30,f,m,225,389,220,1992
30860,10,g,m,0,142,22,1992
30860,10,h,m,10,21,82,1992
30860,15,i,m,2142,130,228,1992
30860,13,j,m,0,76,50,1992
30860,13,k,m,3,11,47,1992
30860,43,l,m,9,173,362,1992
30980,1793,a,m,886,419,1272,1992
30980,820,b,m,550,775,1015,1992
30980,469,c,m,381,913,1028,1992
30980,293,d,m,361,925,1350,1992
30980,99,e,m,176,398,960,1992
30980,85,f,m,212,669,663,1992
30980,63,g,m,16,317,623,1992
30980,30,h,m,24,170,120,1992
30980,66,i,m,108,161,517,1992
30980,37,j,m,36,81,141,1992
30980,44,k,m,103,203,324,1992
30980,133,l,m,259,1031,809,1992
31020,740,a,m,447,216,553,1992
31020,379,b,m,194,364,527,1992
31020,255,c,m,164,515,591,1992
31020,151,d,m,204,548,629,1992
31020,49,e,m,180,138,282,1992
31020,30,f,m,10,379,202,1992
31020,21,g,m,0,42,41,1992
31020,15,h,m,30,389,30,1992
31020,22,i,m,0,237,371,1992
31020,19,j,m,150,79,138,1992
31020,19,k,m,1,18,231,1992
31020,66,l,m,44,157,314,1992
31100,107109,a,m,60985,25336,88123,1992
31100,42232,b,m,33306,37682,77591,1992
31100,26401,c,m,31218,46727,89419,1992
31100,17672,d,m,33513,66764,115812,1992
31100,6468,e,m,23196,45571,75610,1992
31100,3973,f,m,19106,52186,87489,1992
31100,1550,g,m,15631,28745,49308,1992
31100,1048,h,m,9681,31488,53340,1992
31100,1011,i,m,20320,28778,49747,1992
31100,545,j,m,16697,21368,35504,1992
31100,393,k,m,21598,28778,40302,1992
31100,559,l,m,102670,85307,296308,1992
31140,8828,a,m,4908,2155,5970,1992
31140,3996,b,m,2349,3361,5430,1992
31140,2506,c,m,1825,4414,5758,1992
31140,1675,d,m,3108,5670,5942,1992
31140,649,e,m,1983,3801,5414,1992
31140,444,f,m,1963,3897,7073,1992
31140,219,g,m,728,3072,2431,1992
31140,181,h,m,833,1554,2559,1992
31140,260,i,m,972,2736,2426,1992
31140,173,j,m,474,1504,2444,1992
31140,153,k,m,570,2519,1395,1992
31140,318,l,m,2235,6623,12379,1992
31180,2289,a,m,1306,572,1564,1992
31180,964,b,m,638,837,1293,1992
31180,551,c,m,596,976,1379,1992
31180,370,d,m,999,1301,2030,1992
31180,147,e,m,782,763,1518,1992
31180,128,f,m,412,1473,1082,1992
31180,56,g,m,143,173,669,1992
31180,35,h,m,120,120,520,1992
31180,81,i,m,105,548,837,1992
31180,62,j,m,101,457,450,1992
31180,56,k,m,107,302,381,1992
31180,160,l,m,887,1414,2059,1992
31340,1902,a,m,1012,437,1175,1992
31340,789,b,m,336,557,925,1992
31340,464,c,m,255,691,978,1992
31340,280,d,m,379,837,860,1992
31340,96,e,m,133,409,506,1992
31340,94,f,m,325,746,606,1992
31340,40,g,m,215,447,324,1992
31340,38,h,m,1834,50,365,1992
31340,65,i,m,102,713,259,1992
31340,46,j,m,702,380,186,1992
31340,35,k,m,15,202,301,1992
31340,133,l,m,907,1287,2141,1992
31420,1671,a,m,923,375,1313,1992
31420,764,b,m,423,620,974,1992
31420,462,c,m,395,704,1225,1992
31420,324,d,m,439,949,1337,1992
31420,107,e,m,295,375,769,1992
31420,83,f,m,455,488,1005,1992
31420,52,g,m,982,842,306,1992
31420,35,h,m,143,171,376,1992
31420,89,i,m,172,344,510,1992
31420,51,j,m,61,222,259,1992
31420,57,k,m,360,210,389,1992
31420,175,l,m,441,1891,7159,1992
31460,745,a,m,419,195,686,1992
31460,291,b,m,210,260,546,1992
31460,147,c,m,202,209,469,1992
31460,93,d,m,131,226,401,1992
31460,34,e,m,127,208,133,1992
31460,25,f,m,45,115,595,1992
31460,21,g,m,414,222,576,1992
31460,15,h,m,0,11,75,1992
31460,10,i,m,22,113,58,1992
31460,10,j,m,0,193,46,1992
31460,14,k,m,17,57,82,1992
31460,39,l,m,140,53,244,1992
31540,4008,a,m,1894,1104,2458,1992
31540,2018,b,m,1128,1847,2553,1992
31540,1220,c,m,1232,2025,2568,1992
31540,865,d,m,1113,2761,3430,1992
31540,352,e,m,866,2138,2355,1992
31540,221,f,m,477,2362,2017,1992
31540,123,g,m,211,1307,1237,1992
31540,96,h,m,387,600,1037,1992
31540,112,i,m,254,921,897,1992
31540,69,j,m,244,1255,1179,1992
31540,85,k,m,489,294,918,1992
31540,174,l,m,827,1636,2344,1992
31700,3464,a,m,1754,734,2736,1992
31700,1463,b,m,751,1198,2060,1992
31700,866,c,m,809,1267,2000,1992
31700,562,d,m,778,2002,2420,1992
31700,249,e,m,664,1308,1985,1992
31700,170,f,m,357,1228,3165,1992
31700,78,g,m,110,978,513,1992
31700,83,h,m,130,473,726,1992
31700,109,i,m,176,1950,823,1992
31700,96,j,m,297,950,1498,1992
31700,76,k,m,264,413,374,1992
31700,198,l,m,1853,1594,5648,1992
31740,915,a,m,482,298,539,1992
31740,341,b,m,368,374,341,1992
31740,212,c,m,267,445,355,1992
31740,133,d,m,240,515,597,1992
31740,55,e,m,75,392,404,1992
31740,50,f,m,242,480,219,1992
31740,17,g,m,111,70,28,1992
31740,22,h,m,58,205,30,1992
31740,22,i,m,128,33,62,1992
31740,17,j,m,103,12,159,1992
31740,14,k,m,9,30,101,1992
31740,52,l,m,13,201,158,1992
31860,716,a,m,332,171,378,1992
31860,352,b,m,166,267,418,1992
31860,247,c,m,130,367,430,1992
31860,153,d,m,235,445,579,1992
31860,65,e,m,115,258,210,1992
31860,42,f,m,34,184,314,1992
31860,30,g,m,28,474,114,1992
31860,21,h,m,46,151,316,1992
31860,28,i,m,91,194,149,1992
31860,26,j,m,203,127,65,1992
31860,27,k,m,11,251,155,1992
31860,67,l,m,625,142,679,1992
31900,1012,a,m,419,251,624,1992
31900,475,b,m,247,331,620,1992
31900,281,c,m,274,364,637,1992
31900,163,d,m,175,422,498,1992
31900,83,e,m,175,383,457,1992
31900,67,f,m,26,604,391,1992
31900,37,g,m,156,153,326,1992
31900,31,h,m,2,135,294,1992
31900,46,i,m,183,361,542,1992
31900,35,j,m,4,16,109,1992
31900,38,k,m,77,61,209,1992
31900,95,l,m,243,565,1373,1992
32580,2469,a,m,1575,691,1754,1992
32580,1026,b,m,881,907,1617,1992
32580,644,c,m,801,1102,1614,1992
32580,397,d,m,1215,1325,2217,1992
32580,156,e,m,613,1095,1453,1992
32580,90,f,m,515,901,1840,1992
32580,44,g,m,107,727,776,1992
32580,41,h,m,163,378,921,1992
32580,50,i,m,100,184,185,1992
32580,38,j,m,42,222,297,1992
32580,34,k,m,215,654,285,1992
32580,113,l,m,988,1250,1480,1992
32780,1706,a,m,936,502,1263,1992
32780,699,b,m,611,647,981,1992
32780,407,c,m,358,789,879,1992
32780,276,d,m,372,979,1101,1992
32780,80,e,m,461,632,493,1992
32780,67,f,m,93,505,718,1992
32780,47,g,m,119,323,169,1992
32780,26,h,m,26,25,368,1992
32780,34,i,m,52,176,110,1992
32780,37,j,m,16,54,379,1992
32780,31,k,m,16,35,126,1992
32780,83,l,m,283,494,1298,1992
32820,7939,a,m,4511,1929,5709,1992
32820,3434,b,m,2538,2955,5390,1992
32820,2185,c,m,2013,3645,5692,1992
32820,1457,d,m,2262,5071,7905,1992
32820,552,e,m,1925,3893,3724,1992
32820,416,f,m,1239,3299,5146,1992
32820,241,g,m,1056,3697,2434,1992
32820,203,h,m,577,2174,2104,1992
32820,322,i,m,1483,3472,5930,1992
32820,191,j,m,1967,1576,3150,1992
32820,174,k,m,1029,2353,2953,1992
32820,332,l,m,4771,20638,20378,1992
32900,1111,a,m,505,283,783,1992
32900,444,b,m,243,340,734,1992
32900,269,c,m,368,331,837,1992
32900,169,d,m,105,652,673,1992
32900,53,e,m,132,246,542,1992
32900,43,f,m,27,147,874,1992
32900,26,g,m,4,118,83,1992
32900,20,h,m,3,190,54,1992
32900,30,i,m,0,41,326,1992
32900,32,j,m,4,93,368,1992
32900,31,k,m,27,43,326,1992
32900,87,l,m,204,208,922,1992
33100,31310,a,m,20729,6848,21342,1992
33100,10396,b,m,8340,8879,16240,1992
33100,5653,c,m,7556,9509,16836,1992
33100,3141,d,m,8944,11629,18037,1992
33100,1188,e,m,5802,8338,12570,1992
33100,776,f,m,5253,12253,12893,1992
33100,378,g,m,2371,5124,5535,1992
33100,290,h,m,5044,2154,6805,1992
33100,359,i,m,1861,4640,7296,1992
33100,228,j,m,1265,2824,5812,1992
33100,205,k,m,864,2582,3351,1992
33100,349,l,m,14859,15885,40085,1992
33140,849,a,m,428,210,575,1992
33140,395,b,m,170,308,428,1992
33140,231,c,m,131,314,445,1992
33140,169,d,m,63,505,524,1992
33140,55,e,m,106,303,403,1992
33140,60,f,m,104,167,496,1992
33140,27,g,m,121,401,206,1992
33140,31,h,m,102,102,132,1992
33140,34,i,m,43,140,70,1992
33140,33,j,m,50,124,234,1992
33140,31,k,m,5,334,311,1992
33140,82,l,m,272,350,986,1992
33260,1497,a,m,869,336,1050,1992
33260,572,b,m,360,536,817,1992
33260,336,c,m,482,534,982,1992
33260,195,d,m,192,518,916,1992
33260,88,e,m,294,487,1145,1992
33260,69,f,m,52,225,347,1992
33260,24,g,m,72,78,356,1992
33260,33,h,m,100,126,87,1992
33260,46,i,m,45,85,264,1992
33260,41,j,m,42,262,322,1992
33260,43,k,m,40,39,216,1992
33260,128,l,m,285,1063,1157,1992
33340,12785,a,m,6019,3001,8200,1992
33340,5715,b,m,2781,4583,7396,1992
33340,3853,c,m,2680,6182,8704,1992
33340,2602,d,m,3016,8147,11314,1992
33340,960,e,m,1837,5418,7745,1992
33340,625,f,m,2371,7085,9206,1992
33340,284,g,m,879,4658,5137,1992
33340,225,h,m,586,2556,2731,1992
33340,307,i,m,3695,2688,4513,1992
33340,207,j,m,366,2434,3834,1992
33340,185,k,m,899,2617,2890,1992
33340,327,l,m,3494,9187,16011,1992
33460,22845,a,m,12656,5735,15276,1992
33460,10075,b,m,6734,9080,14479,1992
33460,6491,c,m,5673,11116,15696,1992
33460,4468,d,m,7036,16150,22665,1992
33460,1645,e,m,4255,12698,13738,1992
33460,1133,f,m,5264,14242,16803,1992
33460,534,g,m,6521,7026,12176,1992
33460,373,h,m,2496,8789,8166,1992
33460,425,i,m,1617,8230,7982,1992
33460,269,j,m,1617,6808,3691,1992
33460,241,k,m,3417,10193,9562,1992
33460,378,l,m,11316,22784,37372,1992
33540,1122,a,m,728,354,759,1992
33540,480,b,m,274,531,660,1992
33540,254,c,m,313,641,546,1992
33540,213,d,m,97,898,641,1992
33540,68,e,m,180,495,473,1992
33540,46,f,m,103,149,413,1992
33540,23,g,m,56,182,28,1992
33540,14,h,m,30,81,114,1992
33540,21,i,m,62,25,67,1992
33540,24,j,m,38,58,53,1992
33540,29,k,m,8,105,33,1992
33540,69,l,m,159,829,210,1992
33660,2939,a,m,1702,783,2055,1992
33660,1350,b,m,873,1135,1691,1992
33660,858,c,m,959,1456,2023,1992
33660,569,d,m,599,2337,2927,1992
33660,217,e,m,301,1488,1830,1992
33660,169,f,m,152,1571,1715,1992
33660,91,g,m,283,1034,768,1992
33660,79,h,m,25,1043,2643,1992
33660,139,i,m,216,584,948,1992
33660,89,j,m,555,1119,451,1992
33660,89,k,m,179,495,450,1992
33660,201,l,m,1357,1713,2536,1992
33700,2910,a,m,1591,783,2632,1992
33700,1244,b,m,708,1001,2028,1992
33700,784,c,m,583,1280,2202,1992
33700,486,d,m,740,1260,2260,1992
33700,187,e,m,440,1052,1196,1992
33700,121,f,m,158,1143,1386,1992
33700,53,g,m,91,132,613,1992
33700,64,h,m,132,1026,473,1992
33700,72,i,m,75,600,1016,1992
33700,61,j,m,230,363,547,1992
33700,60,k,m,207,564,493,1992
33700,160,l,m,667,1247,3451,1992
33740,1528,a,m,711,442,963,1992
33740,644,b,m,374,586,783,1992
33740,387,c,m,314,622,789,1992
33740,255,d,m,350,1233,969,1992
33740,88,e,m,76,782,646,1992
33740,67,f,m,435,868,698,1992
33740,39,g,m,59,828,536,1992
33740,28,h,m,8,269,303,1992
33740,47,i,m,16,292,438,1992
33740,36,j,m,25,191,189,1992
33740,39,k,m,256,102,113,1992
33740,108,l,m,97,557,628,1992
33780,818,a,m,311,214,537,1992
33780,395,b,m,183,343,417,1992
33780,219,c,m,100,340,381,1992
33780,102,d,m,305,269,411,1992
33780,49,e,m,136,259,197,1992
33780,35,f,m,41,80,154,1992
33780,24,g,m,0,647,99,1992
33780,21,h,m,19,27,110,1992
33780,38,i,m,12,59,423,1992
33780,25,j,m,37,37,146,1992
33780,29,k,m,21,179,192,1992
33780,64,l,m,99,415,300,1992
33860,2489,a,m,1495,620,1827,1992
33860,1061,b,m,652,1030,1387,1992
33860,692,c,m,665,1186,1219,1992
33860,452,d,m,923,1488,2176,1992
33860,174,e,m,1222,1303,1091,1992
33860,139,f,m,242,1043,1897,1992
33860,87,g,m,227,1423,1161,1992
33860,71,h,m,34,691,1200,1992
33860,98,i,m,202,431,588,1992
33860,58,j,m,172,1622,545,1992
33860,74,k,m,253,184,674,1992
33860,171,l,m,806,1797,1959,1992
34060,867,a,m,397,215,584,1992
34060,394,b,m,269,300,461,1992
34060,238,c,m,236,333,594,1992
34060,125,d,m,295,314,681,1992
34060,52,e,m,205,223,438,1992
34060,37,f,m,11,294,545,1992
34060,21,g,m,98,76,249,1992
34060,24,h,m,40,216,159,1992
34060,29,i,m,25,522,311,1992
34060,15,j,m,3,16,37,1992
34060,22,k,m,22,116,143,1992
34060,70,l,m,247,399,1039,1992
34100,820,a,m,419,210,445,1992
34100,317,b,m,160,271,388,1992
34100,172,c,m,150,212,323,1992
34100,118,d,m,252,406,812,1992
34100,48,e,m,408,377,261,1992
34100,42,f,m,478,228,561,1992
34100,19,g,m,4,46,174,1992
34100,15,h,m,72,437,54,1992
34100,33,i,m,0,769,768,1992
34100,31,j,m,88,415,80,1992
34100,17,k,m,331,146,141,1992
34100,59,l,m,83,260,372,1992
34580,1081,a,m,710,256,782,1992
34580,448,b,m,395,408,679,1992
34580,255,c,m,181,531,637,1992
34580,176,d,m,329,719,745,1992
34580,49,e,m,41,287,416,1992
34580,53,f,m,90,394,427,1992
34580,25,g,m,942,258,264,1992
34580,19,h,m,11,59,66,1992
34580,24,i,m,22,45,66,1992
34580,21,j,m,45,45,34,1992
34580,19,k,m,14,36,68,1992
34580,51,l,m,142,164,705,1992
34620,842,a,m,390,223,586,1992
34620,433,b,m,308,344,466,1992
34620,274,c,m,174,486,726,1992
34620,185,d,m,240,662,1101,1992
34620,75,e,m,125,268,1044,1992
34620,61,f,m,18,340,710,1992
34620,32,g,m,47,204,132,1992
34620,28,h,m,282,99,98,1992
34620,31,i,m,0,636,25,1992
34620,30,j,m,33,2404,1254,1992
34620,31,k,m,73,46,88,1992
34620,81,l,m,310,462,536,1992
34740,1155,a,m,524,323,777,1992
34740,589,b,m,338,407,805,1992
34740,354,c,m,170,450,678,1992
34740,245,d,m,196,806,1162,1992
34740,80,e,m,354,273,765,1992
34740,53,f,m,50,436,210,1992
34740,31,g,m,17,293,66,1992
34740,18,h,m,18,39,71,1992
34740,34,i,m,2,201,425,1992
34740,23,j,m,86,98,98,1992
34740,29,k,m,1,117,70,1992
34740,64,l,m,151,358,1400,1992
34820,1995,a,m,1218,559,1701,1992
34820,851,b,m,589,808,1324,1992
34820,477,c,m,605,717,1297,1992
34820,306,d,m,752,1348,889,1992
34820,123,e,m,356,741,961,1992
34820,83,f,m,32,791,849,1992
34820,39,g,m,100,228,267,1992
34820,37,h,m,31,233,356,1992
34820,57,i,m,32,150,91,1992
34820,45,j,m,187,132,271,1992
34820,32,k,m,27,149,288,1992
34820,96,l,m,519,501,577,1992
34900,1378,a,m,728,368,1044,1992
34900,599,b,m,428,560,867,1992
34900,333,c,m,265,655,1029,1992
34900,209,d,m,336,553,761,1992
34900,59,e,m,6,361,592,1992
34900,42,f,m,322,317,493,1992
34900,15,g,m,1,22,313,1992
34900,19,h,m,190,171,300,1992
34900,22,i,m,15,290,253,1992
34900,19,j,m,72,41,85,1992
34900,18,k,m,0,77,48,1992
34900,65,l,m,28,369,442,1992
34940,2704,a,m,1863,597,2074,1992
34940,957,b,m,770,767,1716,1992
34940,544,c,m,650,897,1674,1992
34940,300,d,m,459,926,1946,1992
34940,109,e,m,484,534,1191,1992
34940,88,f,m,262,630,1100,1992
34940,36,g,m,75,359,526,1992
34940,36,h,m,20,71,381,1992
34940,36,i,m,54,281,90,1992
34940,29,j,m,322,161,301,1992
34940,30,k,m,847,56,68,1992
34940,100,l,m,1125,916,1414,1992
34980,10398,a,m,5983,2561,7418,1992
34980,4138,b,m,2935,3771,5535,1992
34980,2380,c,m,2621,4207,6017,1992
34980,1572,d,m,2937,6150,7137,1992
34980,638,e,m,2384,4153,5735,1992
34980,440,f,m,2644,5276,6265,1992
34980,236,g,m,1162,2609,3142,1992
34980,220,h,m,666,3153,2292,1992
34980,313,i,m,2073,3268,3766,1992
34980,219,j,m,1120,1790,7800,1992
34980,184,k,m,1456,3709,3790,1992
34980,324,l,m,4777,10041,12105,1992
35300,8381,a,m,3377,1840,6184,1992
35300,3301,b,m,1654,2299,4766,1992
35300,1992,c,m,1358,2861,4751,1992
35300,1208,d,m,1564,3526,5384,1992
35300,449,e,m,1196,2162,3967,1992
35300,301,f,m,845,2793,3925,1992
35300,155,g,m,581,1599,2931,1992
35300,111,h,m,286,1241,2439,1992
35300,153,i,m,1099,2513,3857,1992
35300,106,j,m,711,3373,1059,1992
35300,110,k,m,746,692,3358,1992
35300,213,l,m,2065,3287,8044,1992
35380,10361,a,m,5346,2292,6655,1992
35380,4313,b,m,2952,3923,5762,1992
35380,2597,c,m,2681,4625,6572,1992
35380,1693,d,m,3771,6151,9709,1992
35380,654,e,m,2464,4594,7156,1992
35380,464,f,m,2314,4772,7403,1992
35380,213,g,m,4074,2258,2647,1992
35380,212,h,m,463,3315,5927,1992
35380,287,i,m,901,3359,4219,1992
35380,194,j,m,919,2359,3651,1992
35380,163,k,m,551,1457,3720,1992
35380,335,l,m,5111,12255,15714,1992
35620,210004,a,m,86457,41392,135675,1992
35620,67035,b,m,32222,52714,95220,1992
35620,37088,c,m,30950,58339,98423,1992
35620,23448,d,m,36082,84144,125442,1992
35620,7726,e,m,19672,59455,84675,1992
35620,4842,f,m,29310,71452,92508,1992
35620,1922,g,m,14221,53936,52893,1992
35620,1214,h,m,12359,38034,45282,1992
35620,1113,i,m,22772,61975,71689,1992
35620,546,j,m,8655,40651,45617,1992
35620,406,k,m,28969,48938,55588,1992
35620,532,l,m,71723,134584,250377,1992
35660,1344,a,m,534,347,862,1992
35660,658,b,m,341,593,748,1992
35660,397,c,m,200,694,900,1992
35660,253,d,m,177,984,963,1992
35660,77,e,m,301,512,734,1992
35660,66,f,m,453,748,1198,1992
35660,36,g,m,46,186,777,1992
35660,35,h,m,8,311,652,1992
35660,25,i,m,15,485,204,1992
35660,30,j,m,0,334,1210,1992
35660,31,k,m,7,104,167,1992
35660,81,l,m,412,918,698,1992
35840,5899,a,m,3266,1319,4371,1992
35840,2279,b,m,1483,1777,3338,1992
35840,1157,c,m,1311,1499,3322,1992
35840,682,d,m,1670,1861,3609,1992
35840,285,e,m,1173,1391,2132,1992
35840,156,f,m,555,1350,1991,1992
35840,85,g,m,298,1045,447,1992
35840,98,h,m,344,972,843,1992
35840,121,i,m,365,2727,3790,1992
35840,82,j,m,151,299,829,1992
35840,80,k,m,1163,790,717,1992
35840,214,l,m,1729,5293,5454,1992
35980,2216,a,m,924,539,1558,1992
35980,948,b,m,384,722,1197,1992
35980,520,c,m,276,733,1145,1992
35980,315,d,m,439,1108,1535,1992
35980,104,e,m,389,444,667,1992
35980,115,f,m,178,598,1448,1992
35980,45,g,m,173,167,185,1992
35980,32,h,m,33,562,365,1992
35980,49,i,m,21,1142,820,1992
35980,37,j,m,16,44,747,1992
35980,42,k,m,168,255,464,1992
35980,120,l,m,1027,671,1977,1992
36100,1843,a,m,1094,375,1462,1992
36100,718,b,m,484,588,930,1992
36100,384,c,m,249,592,915,1992
36100,238,d,m,772,882,1182,1992
36100,96,e,m,248,613,817,1992
36100,56,f,m,242,340,420,1992
36100,59,g,m,58,232,282,1992
36100,33,h,m,44,1013,424,1992
36100,55,i,m,284,100,141,1992
36100,55,j,m,47,100,392,1992
36100,46,k,m,872,147,128,1992
36100,135,l,m,1111,680,1333,1992
36140,1291,a,m,512,320,887,1992
36140,503,b,m,203,466,649,1992
36140,223,c,m,101,565,621,1992
36140,141,d,m,88,725,754,1992
36140,40,e,m,19,251,258,1992
36140,20,f,m,58,419,156,1992
36140,12,g,m,10,96,50,1992
36140,11,h,m,2,14,46,1992
36140,15,i,m,0,96,34,1992
36140,3,j,m,0,0,6,1992
36140,9,k,m,7,30,21,1992
36140,36,l,m,72,160,566,1992
36220,1044,a,m,488,275,785,1992
36220,520,b,m,286,394,801,1992
36220,336,c,m,392,432,843,1992
36220,209,d,m,458,662,951,1992
36220,91,e,m,222,382,721,1992
36220,68,f,m,224,220,312,1992
36220,33,g,m,143,34,185,1992
36220,29,h,m,1411,678,373,1992
36220,55,i,m,135,209,357,1992
36220,27,j,m,4,27,83,1992
36220,35,k,m,11,50,221,1992
36220,99,l,m,250,1213,946,1992
36260,2074,a,m,1481,603,1438,1992
36260,1026,b,m,845,1052,1429,1992
36260,585,c,m,594,1184,1434,1992
36260,360,d,m,667,1187,1347,1992
36260,164,e,m,266,1081,872,1992
36260,117,f,m,425,970,934,1992
36260,52,g,m,290,723,514,1992
36260,41,h,m,31,232,538,1992
36260,58,i,m,33,704,300,1992
36260,41,j,m,158,109,667,1992
36260,50,k,m,88,893,555,1992
36260,142,l,m,3280,1298,2880,1992
36420,9763,a,m,5374,2322,6428,1992
36420,3904,b,m,2823,3563,4964,1992
36420,2142,c,m,2405,3785,5374,1992
36420,1401,d,m,2919,5224,6590,1992
36420,500,e,m,1897,2864,5985,1992
36420,365,f,m,521,3792,5783,1992
36420,172,g,m,681,1973,2894,1992
36420,153,h,m,269,2171,1824,1992
36420,242,i,m,723,1622,2499,1992
36420,167,j,m,157,3089,1402,1992
36420,144,k,m,1088,1749,1914,1992
36420,318,l,m,4026,6089,10772,1992
36500,1656,a,m,1075,441,1084,1992
36500,694,b,m,328,672,927,1992
36500,410,c,m,223,869,981,1992
36500,247,d,m,192,682,960,1992
36500,70,e,m,160,324,330,1992
36500,65,f,m,112,323,602,1992
36500,28,g,m,8,103,476,1992
36500,21,h,m,26,22,31,1992
36500,42,i,m,59,1910,151,1992
36500,29,j,m,8,88,39,1992
36500,36,k,m,8,179,62,1992
36500,107,l,m,554,737,791,1992
36540,6311,a,m,3228,1609,3842,1992
36540,2733,b,m,1466,2486,3199,1992
36540,1643,c,m,1394,2801,3589,1992
36540,1124,d,m,1909,3851,4813,1992
36540,445,e,m,549,2821,2810,1992
36540,307,f,m,1277,3251,3943,1992
36540,139,g,m,1590,1919,1976,1992
36540,116,h,m,143,1253,1538,1992
36540,183,i,m,734,2766,2279,1992
36540,125,j,m,447,1148,3746,1992
36540,131,k,m,768,654,1282,1992
36540,275,l,m,2553,3645,7673,1992
36740,13213,a,m,9405,3093,10689,1992
36740,4969,b,m,4031,4461,8579,1992
36740,2889,c,m,4384,5167,9213,1992
36740,1782,d,m,4200,6506,10449,1992
36740,735,e,m,3429,5384,6291,1992
36740,583,f,m,4871,4659,8621,1992
36740,309,g,m,1693,3354,5669,1992
36740,265,h,m,2590,2414,2916,1992
36740,367,i,m,1195,2343,3476,1992
36740,236,j,m,694,2108,4736,1992
36740,205,k,m,1363,2742,4830,1992
36740,368,l,m,9883,16764,22652,1992
36780,1207,a,m,621,287,793,1992
36780,604,b,m,296,525,692,1992
36780,364,c,m,160,481,659,1992
36780,273,d,m,219,688,927,1992
36780,100,e,m,151,428,557,1992
36780,82,f,m,154,607,398,1992
36780,45,g,m,15,618,215,1992
36780,40,h,m,93,580,170,1992
36780,41,i,m,5,1175,267,1992
36780,30,j,m,75,170,91,1992
36780,47,k,m,443,277,376,1992
36780,98,l,m,253,909,1896,1992
